name;time;size
PrefixHashing;0.09978;5000
PrefixHashing;0.09634000000000001;4000
PrefixHashing;0.09532;3000
PrefixHashing;0.09298000000000001;2000
PrefixHashing;0.09486;1000
PrefixHashing;0.09622;500
PrefixHashing;0.09426;200
PrefixHashing;0.09512000000000001;100
PrefixHashing;0.09596;10
PrefixHashing;0.09436;1
