name;time;size
Naive;19.532629999999997;5000
Naive;15.40072;4000
Naive;11.56433;3000
Naive;7.7112099999999995;2000
Naive;3.85166;1000
Naive;1.92655;500
Naive;0.77042;200
Naive;0.38573999999999997;100
Naive;0.03857;10
Naive;0.00392;1
