name;time;size
ParallelStream;2.49611;5000
ParallelStream;2.00135;4000
ParallelStream;1.49703;3000
ParallelStream;0.99797;2000
ParallelStream;0.49822000000000005;1000
ParallelStream;0.24878;500
ParallelStream;0.09933;200
ParallelStream;0.04993;100
ParallelStream;0.00503;10
ParallelStream;5.7E-4;1
