name;time;size
TreeSet;0.24844999999999998;1000000
TreeSet;0.18556;100000
TreeSet;0.17765;75000
TreeSet;0.17609000000000002;50000
TreeSet;0.17497;25000
TreeSet;0.17373999999999998;20000
TreeSet;0.17309999999999998;15000
TreeSet;0.17169;10000
TreeSet;0.1721;7500
TreeSet;0.17237000000000002;5000
TreeSet;0.17257999999999998;4000
TreeSet;0.17244;3000
TreeSet;0.1721;2000
TreeSet;0.17308;1000
TreeSet;0.1724;500
TreeSet;0.17035;200
TreeSet;0.17302;100
TreeSet;0.17140999999999998;10
TreeSet;0.171;1
